ID,Start,End,Description,Type,MESH ID
10200300,774,778,ALPS,SpecificDisease,MESH:D056735
10408771,0,22,Classical galactosemia,SpecificDisease,MESH:D005693
10408771,98,120,Classical galactosemia,SpecificDisease,MESH:D005693
10408771,2094,2106,galactosemia,SpecificDisease,MESH:D005693
10636421,0,22,X-linked retinoschisis,SpecificDisease,MESH:D041441
10636421,75,97,X-linked retinoschisis,SpecificDisease,MESH:D041441
10636421,99,103,XLRS,SpecificDisease,MESH:D041441
10636421,162,173,visual loss,SpecificDisease,MESH:C531604
10636421,467,471,XLRS,SpecificDisease,MESH:D041441
10636421,1224,1228,XLRS,SpecificDisease,MESH:D041441
10636421,1555,1559,XLRS,SpecificDisease,MESH:D041441
10429004,94,130,phenylalanine hydroxylase deficiency,SpecificDisease,MESH:D010661
10429004,332,356,maternal phenylketonuria,SpecificDisease,MESH:D017042
10429004,358,361,PKU,SpecificDisease,MESH:D010661
10429004,758,761,PKU,SpecificDisease,MESH:D010661
10429004,772,775,PKU,SpecificDisease,MESH:D010661
10429004,782,785,PKU,SpecificDisease,MESH:D010661
10429004,791,817,mild hyperphenylalaninemia,SpecificDisease,MESH:D010661
10429004,819,822,MHP,SpecificDisease,MESH:D010661
10429004,1669,1672,PKU,SpecificDisease,MESH:D010661
10429004,1859,1862,PKU,SpecificDisease,MESH:D010661
10429004,2011,2035,maternal phenylketonuria,SpecificDisease,MESH:D017042
10429004,2191,2194,PKU,SpecificDisease,MESH:D010661
10429004,2417,2420,PKU,SpecificDisease,MESH:D010661
1380672,14,29,hypomyelination,SpecificDisease,MESH:D003711
1380672,34,50,glial cell death,SpecificDisease,MESH:D004194
1380672,462,490,Pelizaeus-Merzbacher disease,SpecificDisease,MESH:D020371
1380672,620,635,hypomyelination,SpecificDisease,MESH:D003711
1380672,831,847,myelin-deficient,SpecificDisease,MESH:D003711
1380672,937,952,Hypomyelination,SpecificDisease,MESH:D003711
1380672,1010,1038,oligodendrocyte degeneration,SpecificDisease,MESH:D056784
1380672,1228,1256,Pelizaeus-Merzbacher disease,SpecificDisease,MESH:D020371
10594001,70,82,Alkaptonuria,SpecificDisease,MESH:D000474
10594001,84,87,AKU,SpecificDisease,MESH:D000474
8441467,94,114,Adrenoleukodystrophy,SpecificDisease,MESH:D000326
8441467,116,119,ALD,SpecificDisease,MESH:D000326
8441467,180,192,cerebral ALD,SpecificDisease,MESH:D000326
8441467,212,233,adrenomyeloneuropathy,SpecificDisease,MESH:D000326
8441467,235,238,AMN,SpecificDisease,MESH:D000326
8441467,261,264,ALD,SpecificDisease,MESH:D000326
8441467,446,449,AMN,SpecificDisease,MESH:D000326
8441467,569,585,Addisons disease,SpecificDisease,MESH:D000224
8441467,633,636,ALD,SpecificDisease,MESH:D000326
8441467,679,682,ALD,SpecificDisease,MESH:D000326
8441467,941,944,ALD,SpecificDisease,MESH:D000326
8441467,1051,1054,ALD,SpecificDisease,MESH:D000326
10618304,37,53,Brugada syndrome,SpecificDisease,MESH:D053840
10618304,224,251,congenital long-QT syndrome,SpecificDisease,MESH:D008133
10618304,253,257,LQT3,SpecificDisease,MESH:C537034
10618304,263,298,idiopathic ventricular fibrillation,SpecificDisease,MESH:C537182
10618304,300,303,IVF,SpecificDisease,MESH:C537182
10618304,806,809,IVF,SpecificDisease,MESH:C537182
10618304,1689,1692,IVF,SpecificDisease,MESH:C537182
10369876,627,662,neurohypophyseal diabetes insipidus,SpecificDisease,MESH:D020790
2575483,19,27,aniridia,SpecificDisease,MESH:D015783
2575483,157,165,aniridia,SpecificDisease,MESH:D015783
2575483,527,535,aniridia,SpecificDisease,MESH:D015783
2575483,681,689,aniridia,SpecificDisease,MESH:D015783
10607954,0,17,Knobloch syndrome,SpecificDisease,MESH:C537209
10607954,107,124,Knobloch syndrome,SpecificDisease,MESH:C537209
10607954,133,159,vitreoretinal degeneration,SpecificDisease,MESH:D012162
10607954,161,172,high myopia,SpecificDisease,MESH:D009216
10607954,174,182,cataract,SpecificDisease,MESH:D002386
10607954,184,195,telecanthus,SpecificDisease,MESH:D030342
10607954,197,210,hypertelorism,SpecificDisease,MESH:D006972
10607954,218,236,high-arched palate,SpecificDisease,MESH:D007569
10602116,0,16,Pendred syndrome,SpecificDisease,MESH:C536648
10602116,98,114,Pendred syndrome,SpecificDisease,MESH:C536648
10602116,125,162,congenital sensorineural hearing loss,SpecificDisease,MESH:D006319
10602116,164,178,thyroid goiter,SpecificDisease,MESH:D006042
10602116,537,556,congenital deafness,SpecificDisease,MESH:D003638
10602116,639,666,widened vestibular aqueduct,SpecificDisease,OMIM:600791
10602116,780,786,goiter,SpecificDisease,MESH:D006042
10602116,1014,1030,Pendred syndrome,SpecificDisease,MESH:C536648
10602116,1148,1171,congenital hearing loss,SpecificDisease,MESH:D003638
10602116,1188,1219,inner ear morphological anomaly,SpecificDisease,MESH:D007759
10602116,1245,1259,thyroid goiter,SpecificDisease,MESH:D006042
10470088,39,69,familial adenomatous polyposis,SpecificDisease,MESH:D011125
10470088,329,332,FAP,SpecificDisease,MESH:D011125
10470088,334,364,familial adenomatous polyposis,SpecificDisease,MESH:D011125
10470088,372,399,sporadic colorectal cancers,SpecificDisease,MESH:D015179
10470088,808,827,colorectal adenomas,SpecificDisease,MESH:D000236
10470088,1268,1280,FAP desmoids,SpecificDisease,MESH:D018222
7769092,986,1002,VLCAD deficiency,SpecificDisease,MESH:C536353
7769092,1145,1161,VLCAD deficiency,SpecificDisease,MESH:C536353
7769092,1226,1253,hypertrophic cardiomyopathy,SpecificDisease,MESH:D002312
1282899,276,296,Lesch-Nyhan syndrome,SpecificDisease,MESH:D007926
1282899,309,378,complete deficiency of hypoxanthine guanine phosphoribosyltransferase,SpecificDisease,MESH:D007926
1282899,643,663,Lesch-Nyhan syndrome,SpecificDisease,MESH:D007926
1301201,939,964,classical phenylketonuria,SpecificDisease,MESH:D010661
10557317,13,28,hemochromatosis,SpecificDisease,MESH:D006432
10557317,48,62,HFE deficiency,SpecificDisease,MESH:D006432
10557317,136,151,hemochromatosis,SpecificDisease,MESH:D006432
10557317,789,804,hemochromatosis,SpecificDisease,MESH:D006432
144081,26,41,G6PD deficiency,SpecificDisease,MESH:D005955
144081,119,134,G6PD deficiency,SpecificDisease,MESH:D005955
144081,394,409,G6PD deficiency,SpecificDisease,MESH:D005955
144081,495,502,malaria,SpecificDisease,MESH:D008288
6453040,147,162,G6PD deficiency,SpecificDisease,MESH:D005955
10878391,40,64,Wiskott-Aldrich syndrome,SpecificDisease,MESH:D014923
10878391,183,207,Wiskott-Aldrich syndrome,SpecificDisease,MESH:D014923
10878391,209,212,WAS,SpecificDisease,MESH:D014923
2161209,34,54,adrenoleukodystrophy,SpecificDisease,MESH:D000326
2161209,59,80,adrenomyeloneuropathy,SpecificDisease,MESH:D000326
2161209,176,196,adrenoleukodystrophy,SpecificDisease,MESH:D000326
2161209,198,201,ALD,SpecificDisease,MESH:D000326
2161209,206,227,adrenomyeloneuropathy,SpecificDisease,MESH:D000326
2161209,229,232,AMN,SpecificDisease,MESH:D000326
2161209,326,329,ALD,SpecificDisease,MESH:D000326
2161209,330,333,AMN,SpecificDisease,MESH:D000326
2161209,399,402,ALD,SpecificDisease,MESH:D000326
2161209,407,410,AMN,SpecificDisease,MESH:D000326
2161209,472,475,ALD,SpecificDisease,MESH:D000326
2161209,480,483,AMN,SpecificDisease,MESH:D000326
2161209,595,598,ALD,SpecificDisease,MESH:D000326
2161209,603,606,AMN,SpecificDisease,MESH:D000326
8326491,193,210,Tay-Sachs disease,SpecificDisease,MESH:D013661
8326491,212,215,TSD,SpecificDisease,MESH:D013661
7959767,186,204,Huntington disease,SpecificDisease,MESH:D006816
7959767,206,208,HD,SpecificDisease,MESH:D006816
2562820,51,69,myotonic dystrophy,SpecificDisease,MESH:D009223
2562820,339,357,myotonic dystrophy,SpecificDisease,MESH:D009223
2562820,359,361,DM,SpecificDisease,MESH:D009223
10094552,286,301,hemochromatosis,SpecificDisease,MESH:D006432
10484981,100,120,Li-Fraumeni syndrome,SpecificDisease,MESH:D016864
10484981,344,364,Li-Fraumeni syndrome,SpecificDisease,MESH:D016864
10484981,569,589,Li-Fraumeni syndrome,SpecificDisease,MESH:D016864
10484981,825,833,seminoma,SpecificDisease,MESH:D018239
10484981,850,865,medulloblastoma,SpecificDisease,MESH:D008527
10484981,1049,1057,seminoma,SpecificDisease,MESH:D018239
10484981,1371,1391,Li-Fraumeni syndrome,SpecificDisease,MESH:D016864
10484981,1598,1606,seminoma,SpecificDisease,MESH:D018239
10484981,1607,1622,medulloblastoma,SpecificDisease,MESH:D008527
2884570,39,54,phenylketonuria,SpecificDisease,MESH:D010661
2884570,106,121,Phenylketonuria,SpecificDisease,MESH:D010661
2884570,123,126,PKU,SpecificDisease,MESH:D010661
2884570,189,236,deficiency of hepatic phenylalanine hydroxylase,SpecificDisease,MESH:D010661
2884570,292,295,PKU,SpecificDisease,MESH:D010661
2884570,472,475,PKU,SpecificDisease,MESH:D010661
8258524,162,189,Duchenne muscular dystrophy,SpecificDisease,MESH:D020388
8258524,191,194,DMD,SpecificDisease,MESH:D020388
8258524,273,276,DMD,SpecificDisease,MESH:D020388
8258524,374,377,DMD,SpecificDisease,MESH:D020388
8258524,449,452,DMD,SpecificDisease,MESH:D020388
8258524,1128,1131,DMD,SpecificDisease,MESH:D020388
8258524,1512,1515,DMD,SpecificDisease,MESH:D020388
1324223,116,146,Familial adenomatous polyposis,SpecificDisease,MESH:D011125
1324223,148,151,FAP,SpecificDisease,MESH:D011125
1324223,205,222,colorectal cancer,SpecificDisease,MESH:D015179
1324223,270,296,adenomatous polyposis coli,SpecificDisease,MESH:D011125
1324223,300,303,APC,SpecificDisease,MESH:D011125
1324223,852,882,familial adenomatous polyposis,SpecificDisease,MESH:D011125
1324223,1864,1867,FAP,SpecificDisease,MESH:D011125
10533068,33,46,retinoschisis,SpecificDisease,MESH:D041441
10533068,109,131,Juvenile retinoschisis,SpecificDisease,MESH:D041441
6585184,51,78,Duchenne muscular dystrophy,SpecificDisease,MESH:D020388
6585184,102,129,Duchenne muscular dystrophy,SpecificDisease,MESH:D020388
6585184,131,134,DMD,SpecificDisease,MESH:D020388
8471773,30,81,glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,MESH:D005955
8471773,1421,1436,G6PD deficiency,SpecificDisease,MESH:D005955
8314592,169,183,Norrie disease,SpecificDisease,MESH:C537849
8314592,185,197,pseudoglioma,SpecificDisease,MESH:C537849
8314592,199,202,NDP,SpecificDisease,MESH:C537849
122435,22,36,Wolman disease,SpecificDisease,MESH:D015223
122435,66,80,Wolman disease,SpecificDisease,MESH:D015223
122435,547,561,Wolman disease,SpecificDisease,MESH:D015223
122435,1115,1129,Wolman disease,SpecificDisease,MESH:D015223
7795652,39,63,sporadic ovarian tumours,SpecificDisease,MESH:D010051
7795652,398,413,ovarian cancers,SpecificDisease,MESH:D010051
7795652,783,798,ovarian cancers,SpecificDisease,MESH:D010051
2180286,53,80,Duchenne muscular dystrophy,SpecificDisease,MESH:D020388
2180286,232,259,Duchenne muscular dystrophy,SpecificDisease,MESH:D020388
2180286,261,264,DMD,SpecificDisease,MESH:D020388
2180286,323,353,limb-girdle muscular dystrophy,SpecificDisease,MESH:D049288
2180286,1439,1457,uniparental disomy,SpecificDisease,MESH:D024182
1316718,11,25,Kaposi sarcoma,SpecificDisease,MESH:D012514
1316718,30,45,T-cell lymphoma,SpecificDisease,MESH:D016399
1316718,68,92,Wiskott-Aldrich syndrome,SpecificDisease,MESH:D014923
1316718,170,186,thrombocytopenia,SpecificDisease,MESH:D013921
1316718,207,231,Wiskott-Aldrich syndrome,SpecificDisease,MESH:D014923
1316718,233,236,WAS,SpecificDisease,MESH:D014923
1316718,285,300,lymphadenopathy,SpecificDisease,MESH:D008206
1316718,302,314,splenomegaly,SpecificDisease,MESH:D013163
1316718,327,343,thrombocytopenia,SpecificDisease,MESH:D013921
1316718,730,733,WAS,SpecificDisease,MESH:D014923
1316718,795,809,Kaposi sarcoma,SpecificDisease,MESH:D012514
1316718,914,940,T-cell large cell lymphoma,SpecificDisease,MESH:D016399
1316718,989,1007,Epstein-Barr virus,SpecificDisease,MESH:D020031
1316718,1012,1027,cytomegalovirus,SpecificDisease,MESH:D003586
1316718,1134,1162,human immunodeficiency virus,SpecificDisease,MESH:D015658
1316718,1164,1167,HIV,SpecificDisease,MESH:D015658
1316718,1198,1212,Kaposi sarcoma,SpecificDisease,MESH:D012514
1316718,1288,1302,Kaposi sarcoma,SpecificDisease,MESH:D012514
1316718,1426,1429,HIV,SpecificDisease,MESH:D015658
1316718,1540,1554,Kaposi sarcoma,SpecificDisease,MESH:D012514
7964884,13,43,cerebrotendinous xanthomatosis,SpecificDisease,MESH:D019294
7964884,329,359,cerebrotendinous xanthomatosis,SpecificDisease,MESH:D019294
7964884,361,364,CTX,SpecificDisease,MESH:D019294
7964884,1563,1566,CTX,SpecificDisease,MESH:D019294
2651669,28,51,Langer-Giedion syndrome,SpecificDisease,MESH:D015826
2651669,270,293,Langer-Giedion syndrome,SpecificDisease,MESH:D015826
2651669,295,298,LGS,SpecificDisease,MESH:D015826
2651669,420,423,LGS,SpecificDisease,MESH:D015826
2651669,479,482,LGS,SpecificDisease,MESH:D015826
2651669,575,578,LGS,SpecificDisease,MESH:D015826
2651669,701,704,LGS,SpecificDisease,MESH:D015826
10930361,77,94,Friedreich ataxia,SpecificDisease,MESH:D005621
10930361,96,115,Frataxin deficiency,SpecificDisease,MESH:D005621
10930361,140,157,Friedreich ataxia,SpecificDisease,MESH:D005621
10930361,159,163,FRDA,SpecificDisease,MESH:D005621
10930361,406,437,mitochondrial iron accumulation,SpecificDisease,MESH:D028361
10930361,442,478,hypersensitivity to oxidative stress,SpecificDisease,MESH:D004194
10930361,625,629,FRDA,SpecificDisease,MESH:D005621
10698963,339,354,G6PD deficiency,SpecificDisease,MESH:D005955
10698963,381,406,episodic hemolytic anemia,SpecificDisease,MESH:D000743
10698963,452,478,life-long hemolytic anemia,SpecificDisease,MESH:D000745
10698963,791,806,G6PD deficiency,SpecificDisease,MESH:D005955
10698963,1082,1097,G6PD deficiency,SpecificDisease,MESH:D005955
8162051,129,155,adenomatous polyposis coli,SpecificDisease,MESH:D011125
8162051,238,264,adenomatous polyposis coli,SpecificDisease,MESH:D011125
8162051,266,269,APC,SpecificDisease,MESH:D011125
10205262,193,205,alkaptonuria,SpecificDisease,MESH:D000474
10205262,207,210,AKU,SpecificDisease,MESH:D000474
10205262,653,656,AKU,SpecificDisease,MESH:D000474
7450778,38,82,glucose-6-phosphate dehydrogenase deficiency,SpecificDisease,MESH:D005955
7450778,464,479,G6PD deficiency,SpecificDisease,MESH:D005955
7450778,546,561,G6PD deficiency,SpecificDisease,MESH:D005955
10353787,62,84,aspartylglucosaminuria,SpecificDisease,MESH:D054880
10353787,86,108,Aspartylglucosaminuria,SpecificDisease,MESH:D054880
10353787,110,113,AGU,SpecificDisease,MESH:D054880
10353787,157,194,deficiency of aspartylglucosaminidase,SpecificDisease,MESH:D054880
10353787,794,821,erythema of the facial skin,SpecificDisease,MESH:D017445
10353787,882,902,facial angiofibromas,SpecificDisease,MESH:D018322
10353787,952,970,tuberous sclerosis,SpecificDisease,MESH:D014402
10353787,972,993,Oedemic buccal mucosa,SpecificDisease,MESH:D007967
10353787,995,1005,leucoedema,SpecificDisease,MESH:D007967
10353787,1011,1031,gingival overgrowths,SpecificDisease,MESH:D019214
10353787,1104,1124,oral mucosal lesions,SpecificDisease,MESH:D009059
10353787,1340,1355,mucosal lesions,SpecificDisease,MESH:D009059
10353787,1459,1477,mucosal overgrowth,SpecificDisease,MESH:D009059
7550229,201,216,GALT deficiency,SpecificDisease,MESH:D005693
7550229,843,858,GALT deficiency,SpecificDisease,MESH:D005693
1345170,64,85,diastrophic dysplasia,SpecificDisease,MESH:C536170
1345170,634,655,diastrophic dysplasia,SpecificDisease,MESH:C536170
1345170,657,660,DTD,SpecificDisease,MESH:C536170
10615125,68,97,familial expansile osteolysis,SpecificDisease,MESH:C536335
10615125,99,128,Familial expansile osteolysis,SpecificDisease,MESH:C536335
10615125,130,133,FEO,SpecificDisease,MESH:C536335
10615125,223,249,increased bone remodelling,SpecificDisease,MESH:D001847
10615125,255,273,osteolytic lesions,SpecificDisease,MESH:D030981
10615125,451,454,FEO,SpecificDisease,MESH:C536335
10615125,852,855,FEO,SpecificDisease,MESH:C536335
10615125,859,889,familial Paget disease of bone,SpecificDisease,MESH:C538098
10615125,891,894,PDB,SpecificDisease,MESH:C538098
10196381,69,108,adrenoleukodystrophy protein deficiency,SpecificDisease,MESH:D000326
10196381,110,115,X-ALD,SpecificDisease,MESH:D000326
10196381,296,325,X-linked adrenoleukodystrophy,SpecificDisease,MESH:D000326
10196381,327,332,X-ALD,SpecificDisease,MESH:D000326
10196381,1364,1369,X-ALD,SpecificDisease,MESH:D000326
8317477,96,98,HD,SpecificDisease,MESH:D006816
8317477,133,151,Huntington disease,SpecificDisease,MESH:D006816
8317477,153,155,HD,SpecificDisease,MESH:D006816
8317477,691,693,HD,SpecificDisease,MESH:D006816
1358807,25,57,X-linked amelogenesis imperfecta,SpecificDisease,MESH:C538243
1358807,227,259,X-linked amelogenesis imperfecta,SpecificDisease,MESH:C538243
1358807,261,264,XAI,SpecificDisease,MESH:C538243
1358807,287,290,XAI,SpecificDisease,MESH:C538243
1358807,442,445,XAI,SpecificDisease,MESH:C538243
1358807,629,640,XAI disease,SpecificDisease,MESH:C538243
1358807,1193,1196,XAI,SpecificDisease,MESH:C538243
8304342,2399,2409,HFE defect,SpecificDisease,MESH:D006432
7617034,49,64,G6PD deficiency,SpecificDisease,MESH:D005955
7617034,99,106,malaria,SpecificDisease,MESH:D008288
7617034,108,159,Glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,MESH:D005955
7617034,316,323,malaria,SpecificDisease,MESH:D008288
7617034,404,411,malaria,SpecificDisease,MESH:D008288
7617034,447,462,G6PD deficiency,SpecificDisease,MESH:D005955
7617034,504,511,malaria,SpecificDisease,MESH:D008288
7617034,883,898,G6PD deficiency,SpecificDisease,MESH:D005955
7617034,900,907,G6PD A-,SpecificDisease,MESH:D005955
7617034,965,972,malaria,SpecificDisease,MESH:D008288
7617034,1101,1108,malaria,SpecificDisease,MESH:D008288
7617034,1278,1293,G6PD deficiency,SpecificDisease,MESH:D005955
6618488,0,21,Prader-Willi syndrome,SpecificDisease,MESH:D011218
6618488,78,99,chromosome 15 anomaly,SpecificDisease,MESH:D002869
6618488,182,203,Prader-Willi syndrome,SpecificDisease,MESH:D011218
6618488,205,208,PWS,SpecificDisease,MESH:D011218
6618488,322,325,PWS,SpecificDisease,MESH:D011218
6618488,479,482,PWS,SpecificDisease,MESH:D011218
6618488,513,516,PWS,SpecificDisease,MESH:D011218
1301187,19,34,phenylketonuria,SpecificDisease,MESH:D010661
1301187,208,223,phenylketonuria,SpecificDisease,MESH:D010661
1483696,155,172,Tay-Sachs disease,SpecificDisease,MESH:D013661
1483696,174,177,TSD,SpecificDisease,MESH:D013661
10465113,22,51,multiple epiphyseal dysplasia,SpecificDisease,MESH:D010009
10465113,73,82,club foot,SpecificDisease,MESH:D003025
10465113,291,309,achondrogenesis 1B,SpecificDisease,MESH:C536016
10465113,311,329,atelosteogenesis 2,SpecificDisease,MESH:C535395
10465113,335,356,diastrophic dysplasia,SpecificDisease,MESH:C536170
10465113,699,728,multiple epiphyseal dysplasia,SpecificDisease,MESH:D010009
10465113,749,758,club foot,SpecificDisease,MESH:D003025
10465113,763,776,hip dysplasia,SpecificDisease,MESH:D006618
10465113,820,849,multiple epiphyseal dysplasia,SpecificDisease,MESH:D010009
10465113,940,952,Cleft palate,SpecificDisease,MESH:D002972
10465113,1189,1204,DTDST disorders,SpecificDisease,MESH:D030342
10465113,1323,1352,Multiple epiphyseal dysplasia,SpecificDisease,MESH:D010009
10465113,1455,1459,EDM2,SpecificDisease,MESH:C535502
10465113,1624,1627,MED,SpecificDisease,MESH:D010009
10465113,1629,1633,EDM4,SpecificDisease,MESH:C535504
8098180,0,18,Myotonic dystrophy,SpecificDisease,MESH:D009223
8098180,104,122,Myotonic dystrophy,SpecificDisease,MESH:D009223
8098180,124,126,DM,SpecificDisease,MESH:D009223
1517503,6,26,pyoderma gangrenosum,SpecificDisease,MESH:D017511
1517503,47,60,C7 deficiency,SpecificDisease,MESH:C566443
1517503,71,91,pyoderma gangrenosum,SpecificDisease,MESH:D017511
1517503,93,95,PG,SpecificDisease,MESH:D017511
1517503,277,279,PG,SpecificDisease,MESH:D017511
1517503,311,324,C7 deficiency,SpecificDisease,MESH:C566443
1517503,326,344,Deficiencies of C7,SpecificDisease,MESH:C566443
1517503,501,503,PG,SpecificDisease,MESH:D017511
1517503,592,594,PG,SpecificDisease,MESH:D017511
8589715,0,17,Emerin deficiency,SpecificDisease,MESH:D020389
8589715,59,92,Emery-Dreifuss muscular dystrophy,SpecificDisease,MESH:D020389
8589715,171,213,X-linked Emery-Dreifuss muscular dystrophy,SpecificDisease,MESH:D020389
8589715,215,219,EDMD,SpecificDisease,MESH:D020389
8589715,604,608,EDMD,SpecificDisease,MESH:D020389
8589715,883,903,deficiency of emerin,SpecificDisease,MESH:D020389
8589715,961,965,EDMD,SpecificDisease,MESH:D020389
7652577,82,90,melanoma,SpecificDisease,MESH:D008545
7652577,266,274,melanoma,SpecificDisease,MESH:D008545
7652577,650,658,melanoma,SpecificDisease,MESH:D008545
7652577,668,677,melanomas,SpecificDisease,MESH:D008545
3572301,58,82,Wiskott-Aldrich syndrome,SpecificDisease,MESH:D014923
3572301,323,373,X-linked immunodeficiency Wiskott-Aldrich syndrome,SpecificDisease,MESH:D014923
10732811,64,86,Machado-Joseph disease,SpecificDisease,MESH:D017827
10732811,88,91,MJD,SpecificDisease,MESH:D017827
10732811,201,230,progressive cerebellar ataxia,SpecificDisease,MESH:D002524
10732811,515,544,spinocerebellar ataxia type 3,SpecificDisease,MESH:D017827
10732811,546,550,SCA3,SpecificDisease,MESH:D017827
10732811,1552,1555,MJD,SpecificDisease,MESH:D017827
7630639,342,367,alveolar rhabdomyosarcoma,SpecificDisease,MESH:D018232
7581380,0,15,Myotonia levior,SpecificDisease,MESH:D009224
7581380,219,246,Dominant myotonia congenita,SpecificDisease,MESH:D009224
7581380,248,264,Thomsens disease,SpecificDisease,MESH:D009224
7581380,619,634,myotonia levior,SpecificDisease,MESH:D009224
7581380,704,720,Thomsens disease,SpecificDisease,MESH:D009224
7581380,737,755,muscle hypertrophy,SpecificDisease,MESH:C536106
7581380,868,883,myotonia levior,SpecificDisease,MESH:D009224
7581380,929,945,Thomsens disease,SpecificDisease,MESH:D009224
7581380,1140,1156,Thomsens disease,SpecificDisease,MESH:D009224
8282802,135,173,cholesterol acyltransferase deficiency,SpecificDisease,MESH:D007863
8282802,178,194,fish-eye disease,SpecificDisease,MESH:D007863
8282802,275,291,Fish-eye disease,SpecificDisease,MESH:D007863
8282802,293,316,partial LCAT deficiency,SpecificDisease,MESH:D007863
8282802,469,507,atherosclerotic cardiovascular disease,SpecificDisease,MESH:D050197
8282802,625,640,LCAT deficiency,SpecificDisease,MESH:D007863
8282802,651,674,classic LCAT deficiency,SpecificDisease,MESH:D007863
8282802,689,705,Fish-eye disease,SpecificDisease,MESH:D007863
8282802,1814,1829,atherosclerosis,SpecificDisease,MESH:D050197
8282802,1940,1963,classic LCAT deficiency,SpecificDisease,MESH:D007863
8282802,1968,1984,Fish-eye disease,SpecificDisease,MESH:D007863
8282802,2025,2040,atherosclerosis,SpecificDisease,MESH:D050197
10598803,246,263,colorectal cancer,SpecificDisease,MESH:D015179
10598803,381,418,attenuated adenomatous polyposis coli,SpecificDisease,MESH:C538265
10598803,420,424,AAPC,SpecificDisease,MESH:C538265
10598803,449,453,AAPC,SpecificDisease,MESH:C538265
10598803,477,494,colorectal polyps,SpecificDisease,MESH:D003111
10598803,526,543,colorectal cancer,SpecificDisease,MESH:D015179
1973404,11,33,aspartylglucosaminuria,SpecificDisease,MESH:D054880
1973404,35,38,AGU,SpecificDisease,MESH:D054880
1973404,88,110,Aspartylglucosaminuria,SpecificDisease,MESH:D054880
1973404,112,115,AGU,SpecificDisease,MESH:D054880
1671851,20,49,X-linked adrenoleukodystrophy,SpecificDisease,MESH:D000326
1671851,233,262,X-linked adrenoleukodystrophy,SpecificDisease,MESH:D000326
1671851,264,267,ALD,SpecificDisease,MESH:D000326
1671851,391,394,ALD,SpecificDisease,MESH:D000326
1671851,552,555,ALD,SpecificDisease,MESH:D000326
1671851,611,614,ALD,SpecificDisease,MESH:D000326
10090890,61,84,Genetic hemochromatosis,SpecificDisease,MESH:D006432
10090890,86,88,GH,SpecificDisease,MESH:D006432
3563511,572,592,Lesch-Nyhan syndrome,SpecificDisease,MESH:D007926
3563511,879,899,Lesch-Nyhan syndrome,SpecificDisease,MESH:D007926
10364520,45,73,Familial Mediterranean fever,SpecificDisease,MESH:D010505
10364520,195,223,Familial Mediterranean fever,SpecificDisease,MESH:D010505
10364520,225,228,FMF,SpecificDisease,MESH:D010505
10364520,462,482,serosal inflammation,SpecificDisease,MESH:D007249
10364520,525,542,Renal amyloidosis,SpecificDisease,MESH:C538249
10364520,604,607,FMF,SpecificDisease,MESH:D010505
10364520,1263,1280,renal amyloidosis,SpecificDisease,MESH:C538249
10364520,1285,1294,arthritis,SpecificDisease,MESH:D001168
7568002,1084,1086,HD,SpecificDisease,MESH:D006816
1319838,90,107,colorectal polyps,SpecificDisease,MESH:D003111
1319838,233,263,familial adenomatous polyposis,SpecificDisease,MESH:D011125
1319838,265,268,FAP,SpecificDisease,MESH:D011125
1319838,546,563,colorectal polyps,SpecificDisease,MESH:D003111
1319838,1148,1165,colorectal polyps,SpecificDisease,MESH:D003111
10480348,218,221,DMD,SpecificDisease,MESH:D020388
10480348,320,323,DMD,SpecificDisease,MESH:D020388
1610789,878,890,galactosemia,SpecificDisease,MESH:D005693
10777718,0,15,Gaucher disease,SpecificDisease,MESH:D005776
10777718,108,123,Gaucher disease,SpecificDisease,MESH:D005776
10777718,125,127,GD,SpecificDisease,MESH:D005776
8209890,67,88,Prader-Willi syndrome,SpecificDisease,MESH:D011218
8209890,184,205,Prader-Willi syndrome,SpecificDisease,MESH:D011218
8209890,207,210,PWS,SpecificDisease,MESH:D011218
8209890,703,706,PWS,SpecificDisease,MESH:D011218
7298854,38,68,cerebrotendinous xanthomatosis,SpecificDisease,MESH:D019294
7298854,194,224,cerebrotendinous xanthomatosis,SpecificDisease,MESH:D019294
7298854,226,229,CTX,SpecificDisease,MESH:D019294
7298854,904,907,CTX,SpecificDisease,MESH:D019294
7298854,1399,1402,CTX,SpecificDisease,MESH:D019294
10330348,250,271,ataxia-telangiectasia,SpecificDisease,MESH:D001260
10330348,273,275,AT,SpecificDisease,MESH:D001260
10593994,54,79,Papillon-Lefevre syndrome,SpecificDisease,MESH:D010214
10593994,81,106,Papillon-Lefevre syndrome,SpecificDisease,MESH:D010214
10593994,108,111,PLS,SpecificDisease,MESH:D010214
10593994,165,192,palmoplantar hyperkeratosis,SpecificDisease,MESH:D007645
10593994,216,229,periodontitis,SpecificDisease,MESH:D010518
10593994,329,332,PLS,SpecificDisease,MESH:D010214
10593994,801,804,PLS,SpecificDisease,MESH:D010214
10593994,970,973,PLS,SpecificDisease,MESH:D010214
10593994,1674,1701,palmoplantar hyperkeratosis,SpecificDisease,MESH:D007645
10593994,1724,1737,periodontitis,SpecificDisease,MESH:D010518
10593994,1756,1759,PLS,SpecificDisease,MESH:D010214
2910902,131,151,Lesch-Nyhan syndrome,SpecificDisease,MESH:D007926
